Entity,Code,Date,Daily new confirmed deaths due to COVID-19 (rolling 3-day average)
Liberia,LBR,"Mar 17, 2020",0
Liberia,LBR,"Mar 18, 2020",0
Liberia,LBR,"Mar 19, 2020",0
Liberia,LBR,"Mar 20, 2020",0
Liberia,LBR,"Mar 21, 2020",0
Liberia,LBR,"Mar 22, 2020",0
Liberia,LBR,"Mar 23, 2020",0
Liberia,LBR,"Mar 24, 2020",0
Liberia,LBR,"Mar 25, 2020",0
Liberia,LBR,"Mar 26, 2020",0
Liberia,LBR,"Mar 27, 2020",0
Liberia,LBR,"Mar 28, 2020",0
Liberia,LBR,"Mar 29, 2020",0
Liberia,LBR,"Mar 30, 2020",0
Liberia,LBR,"Mar 31, 2020",0
Liberia,LBR,"Apr 1, 2020",0
Libya,LBY,"Mar 25, 2020",0
Libya,LBY,"Mar 26, 2020",0
Libya,LBY,"Mar 27, 2020",0
Libya,LBY,"Mar 28, 2020",0
Libya,LBY,"Mar 29, 2020",0
Libya,LBY,"Mar 30, 2020",0
Libya,LBY,"Mar 31, 2020",0
Libya,LBY,"Apr 1, 2020",0
Liechtenstein,LIE,"Mar 5, 2020",0
Liechtenstein,LIE,"Mar 6, 2020",0
Liechtenstein,LIE,"Mar 11, 2020",0
Liechtenstein,LIE,"Mar 12, 2020",0
Liechtenstein,LIE,"Mar 13, 2020",0
Liechtenstein,LIE,"Mar 14, 2020",0
Liechtenstein,LIE,"Mar 15, 2020",0
Liechtenstein,LIE,"Mar 16, 2020",0
Liechtenstein,LIE,"Mar 17, 2020",0
Liechtenstein,LIE,"Mar 18, 2020",0
Liechtenstein,LIE,"Mar 19, 2020",0
Liechtenstein,LIE,"Mar 20, 2020",0
Liechtenstein,LIE,"Mar 21, 2020",0
Liechtenstein,LIE,"Mar 22, 2020",0
Liechtenstein,LIE,"Mar 23, 2020",0
Liechtenstein,LIE,"Mar 24, 2020",0
Liechtenstein,LIE,"Mar 25, 2020",0
Liechtenstein,LIE,"Mar 26, 2020",0
Liechtenstein,LIE,"Mar 27, 2020",0
Liechtenstein,LIE,"Mar 28, 2020",0
Liechtenstein,LIE,"Mar 29, 2020",0
Liechtenstein,LIE,"Mar 30, 2020",0
Liechtenstein,LIE,"Mar 31, 2020",0
Liechtenstein,LIE,"Apr 1, 2020",0
Lithuania,LTU,"Dec 31, 2019",0
Lithuania,LTU,"Jan 1, 2020",0
Lithuania,LTU,"Jan 2, 2020",0
Lithuania,LTU,"Jan 3, 2020",0
Lithuania,LTU,"Jan 4, 2020",0
Lithuania,LTU,"Jan 5, 2020",0
Lithuania,LTU,"Jan 6, 2020",0
Lithuania,LTU,"Jan 7, 2020",0
Lithuania,LTU,"Jan 8, 2020",0
Lithuania,LTU,"Jan 9, 2020",0
Lithuania,LTU,"Jan 10, 2020",0
Lithuania,LTU,"Jan 11, 2020",0
Lithuania,LTU,"Jan 12, 2020",0
Lithuania,LTU,"Jan 13, 2020",0
Lithuania,LTU,"Jan 14, 2020",0
Lithuania,LTU,"Jan 15, 2020",0
Lithuania,LTU,"Jan 16, 2020",0
Lithuania,LTU,"Jan 17, 2020",0
Lithuania,LTU,"Jan 18, 2020",0
Lithuania,LTU,"Jan 19, 2020",0
Lithuania,LTU,"Jan 20, 2020",0
Lithuania,LTU,"Jan 21, 2020",0
Lithuania,LTU,"Jan 22, 2020",0
Lithuania,LTU,"Jan 23, 2020",0
Lithuania,LTU,"Jan 24, 2020",0
Lithuania,LTU,"Jan 25, 2020",0
Lithuania,LTU,"Jan 26, 2020",0
Lithuania,LTU,"Jan 27, 2020",0
Lithuania,LTU,"Jan 28, 2020",0
Lithuania,LTU,"Jan 29, 2020",0
Lithuania,LTU,"Jan 30, 2020",0
Lithuania,LTU,"Jan 31, 2020",0
Lithuania,LTU,"Feb 1, 2020",0
Lithuania,LTU,"Feb 2, 2020",0
Lithuania,LTU,"Feb 3, 2020",0
Lithuania,LTU,"Feb 4, 2020",0
Lithuania,LTU,"Feb 5, 2020",0
Lithuania,LTU,"Feb 6, 2020",0
Lithuania,LTU,"Feb 7, 2020",0
Lithuania,LTU,"Feb 8, 2020",0
Lithuania,LTU,"Feb 9, 2020",0
Lithuania,LTU,"Feb 10, 2020",0
Lithuania,LTU,"Feb 11, 2020",0
Lithuania,LTU,"Feb 12, 2020",0
Lithuania,LTU,"Feb 13, 2020",0
Lithuania,LTU,"Feb 14, 2020",0
Lithuania,LTU,"Feb 15, 2020",0
Lithuania,LTU,"Feb 16, 2020",0
Lithuania,LTU,"Feb 17, 2020",0
Lithuania,LTU,"Feb 18, 2020",0
Lithuania,LTU,"Feb 19, 2020",0
Lithuania,LTU,"Feb 20, 2020",0
Lithuania,LTU,"Feb 21, 2020",0
Lithuania,LTU,"Feb 22, 2020",0
Lithuania,LTU,"Feb 23, 2020",0
Lithuania,LTU,"Feb 24, 2020",0
Lithuania,LTU,"Feb 25, 2020",0
Lithuania,LTU,"Feb 26, 2020",0
Lithuania,LTU,"Feb 27, 2020",0
Lithuania,LTU,"Feb 28, 2020",0
Lithuania,LTU,"Feb 29, 2020",0
Lithuania,LTU,"Mar 1, 2020",0
Lithuania,LTU,"Mar 2, 2020",0
Lithuania,LTU,"Mar 3, 2020",0
Lithuania,LTU,"Mar 10, 2020",0
Lithuania,LTU,"Mar 11, 2020",0
Lithuania,LTU,"Mar 12, 2020",0
Lithuania,LTU,"Mar 13, 2020",0
Lithuania,LTU,"Mar 14, 2020",0
Lithuania,LTU,"Mar 15, 2020",0
Lithuania,LTU,"Mar 16, 2020",0
Lithuania,LTU,"Mar 17, 2020",0
Lithuania,LTU,"Mar 18, 2020",0
Lithuania,LTU,"Mar 19, 2020",0
Lithuania,LTU,"Mar 20, 2020",0.3333333333333333
Lithuania,LTU,"Mar 21, 2020",0.3333333333333333
Lithuania,LTU,"Mar 22, 2020",0.3333333333333333
Lithuania,LTU,"Mar 23, 2020",0
Lithuania,LTU,"Mar 24, 2020",0.3333333333333333
Lithuania,LTU,"Mar 25, 2020",1
Lithuania,LTU,"Mar 26, 2020",1
Lithuania,LTU,"Mar 27, 2020",1
Lithuania,LTU,"Mar 28, 2020",1
Lithuania,LTU,"Mar 29, 2020",1
Lithuania,LTU,"Mar 30, 2020",0.6666666666666666
Lithuania,LTU,"Mar 31, 2020",0
Lithuania,LTU,"Apr 1, 2020",0
Luxembourg,LUX,"Dec 31, 2019",0
Luxembourg,LUX,"Jan 1, 2020",0
Luxembourg,LUX,"Jan 2, 2020",0
Luxembourg,LUX,"Jan 3, 2020",0
Luxembourg,LUX,"Jan 4, 2020",0
Luxembourg,LUX,"Jan 5, 2020",0
Luxembourg,LUX,"Jan 6, 2020",0
Luxembourg,LUX,"Jan 7, 2020",0
Luxembourg,LUX,"Jan 8, 2020",0
Luxembourg,LUX,"Jan 9, 2020",0
Luxembourg,LUX,"Jan 10, 2020",0
Luxembourg,LUX,"Jan 11, 2020",0
Luxembourg,LUX,"Jan 12, 2020",0
Luxembourg,LUX,"Jan 13, 2020",0
Luxembourg,LUX,"Jan 14, 2020",0
Luxembourg,LUX,"Jan 15, 2020",0
Luxembourg,LUX,"Jan 16, 2020",0
Luxembourg,LUX,"Jan 17, 2020",0
Luxembourg,LUX,"Jan 18, 2020",0
Luxembourg,LUX,"Jan 19, 2020",0
Luxembourg,LUX,"Jan 20, 2020",0
Luxembourg,LUX,"Jan 21, 2020",0
Luxembourg,LUX,"Jan 22, 2020",0
Luxembourg,LUX,"Jan 23, 2020",0
Luxembourg,LUX,"Jan 24, 2020",0
Luxembourg,LUX,"Jan 25, 2020",0
Luxembourg,LUX,"Jan 26, 2020",0
Luxembourg,LUX,"Jan 27, 2020",0
Luxembourg,LUX,"Jan 28, 2020",0
Luxembourg,LUX,"Jan 29, 2020",0
Luxembourg,LUX,"Jan 30, 2020",0
Luxembourg,LUX,"Jan 31, 2020",0
Luxembourg,LUX,"Feb 1, 2020",0
Luxembourg,LUX,"Feb 2, 2020",0
Luxembourg,LUX,"Feb 3, 2020",0
Luxembourg,LUX,"Feb 4, 2020",0
Luxembourg,LUX,"Feb 5, 2020",0
Luxembourg,LUX,"Feb 6, 2020",0
Luxembourg,LUX,"Feb 7, 2020",0
Luxembourg,LUX,"Feb 8, 2020",0
Luxembourg,LUX,"Feb 9, 2020",0
Luxembourg,LUX,"Feb 10, 2020",0
Luxembourg,LUX,"Feb 11, 2020",0
Luxembourg,LUX,"Feb 12, 2020",0
Luxembourg,LUX,"Feb 13, 2020",0
Luxembourg,LUX,"Feb 14, 2020",0
Luxembourg,LUX,"Feb 15, 2020",0
Luxembourg,LUX,"Feb 16, 2020",0
Luxembourg,LUX,"Feb 17, 2020",0
Luxembourg,LUX,"Feb 18, 2020",0
Luxembourg,LUX,"Feb 19, 2020",0
Luxembourg,LUX,"Feb 20, 2020",0
Luxembourg,LUX,"Feb 21, 2020",0
Luxembourg,LUX,"Feb 22, 2020",0
Luxembourg,LUX,"Feb 23, 2020",0
Luxembourg,LUX,"Feb 24, 2020",0
Luxembourg,LUX,"Feb 25, 2020",0
Luxembourg,LUX,"Feb 26, 2020",0
Luxembourg,LUX,"Feb 27, 2020",0
Luxembourg,LUX,"Feb 28, 2020",0
Luxembourg,LUX,"Feb 29, 2020",0
Luxembourg,LUX,"Mar 1, 2020",0
Luxembourg,LUX,"Mar 2, 2020",0
Luxembourg,LUX,"Mar 3, 2020",0
Luxembourg,LUX,"Mar 6, 2020",0
Luxembourg,LUX,"Mar 7, 2020",0
Luxembourg,LUX,"Mar 8, 2020",0
Luxembourg,LUX,"Mar 9, 2020",0
Luxembourg,LUX,"Mar 10, 2020",0
Luxembourg,LUX,"Mar 11, 2020",0
Luxembourg,LUX,"Mar 12, 2020",0
Luxembourg,LUX,"Mar 13, 2020",0.3333333333333333
Luxembourg,LUX,"Mar 14, 2020",0.5
Luxembourg,LUX,"Mar 15, 2020",0.5
Luxembourg,LUX,"Mar 16, 2020",0
Luxembourg,LUX,"Mar 17, 2020",0
Luxembourg,LUX,"Mar 18, 2020",0.3333333333333333
Luxembourg,LUX,"Mar 19, 2020",1
Luxembourg,LUX,"Mar 20, 2020",1.3333333333333333
Luxembourg,LUX,"Mar 21, 2020",2
Luxembourg,LUX,"Mar 22, 2020",1.3333333333333333
Luxembourg,LUX,"Mar 23, 2020",1
Luxembourg,LUX,"Mar 24, 2020",0
Luxembourg,LUX,"Mar 25, 2020",0
Luxembourg,LUX,"Mar 26, 2020",0.3333333333333333
Luxembourg,LUX,"Mar 27, 2020",2.3333333333333335
Luxembourg,LUX,"Mar 28, 2020",3.3333333333333335
Luxembourg,LUX,"Mar 29, 2020",4
Luxembourg,LUX,"Mar 30, 2020",2.3333333333333335
Luxembourg,LUX,"Mar 31, 2020",1.6666666666666667
Luxembourg,LUX,"Apr 1, 2020",1
Macedonia,MKD,"Dec 31, 2019",0
Macedonia,MKD,"Jan 1, 2020",0
Macedonia,MKD,"Jan 2, 2020",0
Macedonia,MKD,"Jan 3, 2020",0
Macedonia,MKD,"Jan 4, 2020",0
Macedonia,MKD,"Jan 5, 2020",0
Macedonia,MKD,"Jan 6, 2020",0
Macedonia,MKD,"Jan 7, 2020",0
Macedonia,MKD,"Jan 8, 2020",0
Macedonia,MKD,"Jan 9, 2020",0
Macedonia,MKD,"Jan 10, 2020",0
Macedonia,MKD,"Jan 11, 2020",0
Macedonia,MKD,"Jan 12, 2020",0
Macedonia,MKD,"Jan 13, 2020",0
Macedonia,MKD,"Jan 14, 2020",0
Macedonia,MKD,"Jan 15, 2020",0
Macedonia,MKD,"Jan 16, 2020",0
Macedonia,MKD,"Jan 17, 2020",0
Macedonia,MKD,"Jan 18, 2020",0
Macedonia,MKD,"Jan 19, 2020",0
Macedonia,MKD,"Jan 20, 2020",0
Macedonia,MKD,"Jan 21, 2020",0
Macedonia,MKD,"Jan 22, 2020",0
Macedonia,MKD,"Jan 23, 2020",0
Macedonia,MKD,"Jan 24, 2020",0
Macedonia,MKD,"Jan 25, 2020",0
Macedonia,MKD,"Jan 26, 2020",0
Macedonia,MKD,"Jan 27, 2020",0
Macedonia,MKD,"Jan 28, 2020",0
Macedonia,MKD,"Jan 29, 2020",0
Macedonia,MKD,"Jan 30, 2020",0
Macedonia,MKD,"Jan 31, 2020",0
Macedonia,MKD,"Feb 1, 2020",0
Macedonia,MKD,"Feb 2, 2020",0
Macedonia,MKD,"Feb 3, 2020",0
Macedonia,MKD,"Feb 4, 2020",0
Macedonia,MKD,"Feb 5, 2020",0
Macedonia,MKD,"Feb 6, 2020",0
Macedonia,MKD,"Feb 7, 2020",0
Macedonia,MKD,"Feb 8, 2020",0
Macedonia,MKD,"Feb 9, 2020",0
Macedonia,MKD,"Feb 10, 2020",0
Macedonia,MKD,"Feb 11, 2020",0
Macedonia,MKD,"Feb 12, 2020",0
Macedonia,MKD,"Feb 13, 2020",0
Macedonia,MKD,"Feb 14, 2020",0
Macedonia,MKD,"Feb 15, 2020",0
Macedonia,MKD,"Feb 16, 2020",0
Macedonia,MKD,"Feb 17, 2020",0
Macedonia,MKD,"Feb 18, 2020",0
Macedonia,MKD,"Feb 19, 2020",0
Macedonia,MKD,"Feb 20, 2020",0
Macedonia,MKD,"Feb 21, 2020",0
Macedonia,MKD,"Feb 22, 2020",0
Macedonia,MKD,"Feb 23, 2020",0
Macedonia,MKD,"Feb 24, 2020",0
Macedonia,MKD,"Feb 25, 2020",0
Macedonia,MKD,"Feb 26, 2020",0
Macedonia,MKD,"Feb 27, 2020",0
Macedonia,MKD,"Feb 28, 2020",0
Macedonia,MKD,"Feb 29, 2020",0
Macedonia,MKD,"Mar 1, 2020",0
Macedonia,MKD,"Mar 2, 2020",0
Macedonia,MKD,"Mar 3, 2020",0
Macedonia,MKD,"Mar 6, 2020",0
Macedonia,MKD,"Mar 7, 2020",0
Macedonia,MKD,"Mar 8, 2020",0
Macedonia,MKD,"Mar 10, 2020",0
Macedonia,MKD,"Mar 11, 2020",0
Macedonia,MKD,"Mar 12, 2020",0
Macedonia,MKD,"Mar 13, 2020",0
Macedonia,MKD,"Mar 14, 2020",0
Macedonia,MKD,"Mar 15, 2020",0
Macedonia,MKD,"Mar 16, 2020",0
Macedonia,MKD,"Mar 17, 2020",0
Macedonia,MKD,"Mar 18, 2020",0
Macedonia,MKD,"Mar 19, 2020",0
Macedonia,MKD,"Mar 20, 2020",0
Macedonia,MKD,"Mar 21, 2020",0
Macedonia,MKD,"Mar 22, 2020",0.3333333333333333
Macedonia,MKD,"Mar 23, 2020",0.6666666666666666
Macedonia,MKD,"Mar 24, 2020",0.6666666666666666
Macedonia,MKD,"Mar 25, 2020",0.3333333333333333
Macedonia,MKD,"Mar 26, 2020",0.3333333333333333
Macedonia,MKD,"Mar 27, 2020",0.3333333333333333
Macedonia,MKD,"Mar 28, 2020",0.6666666666666666
Macedonia,MKD,"Mar 29, 2020",1
Macedonia,MKD,"Mar 30, 2020",1.3333333333333333
Macedonia,MKD,"Mar 31, 2020",1.6666666666666667
Macedonia,MKD,"Apr 1, 2020",1.5
Madagascar,MDG,"Mar 21, 2020",0
Madagascar,MDG,"Mar 22, 2020",0
Madagascar,MDG,"Mar 23, 2020",0
Madagascar,MDG,"Mar 24, 2020",0
Madagascar,MDG,"Mar 25, 2020",0
Madagascar,MDG,"Mar 26, 2020",0
Madagascar,MDG,"Mar 27, 2020",0
Madagascar,MDG,"Mar 28, 2020",0
Madagascar,MDG,"Mar 29, 2020",0
Madagascar,MDG,"Mar 30, 2020",0
Madagascar,MDG,"Mar 31, 2020",0
Madagascar,MDG,"Apr 1, 2020",0
Malaysia,MYS,"Dec 31, 2019",0
Malaysia,MYS,"Jan 1, 2020",0
Malaysia,MYS,"Jan 2, 2020",0
Malaysia,MYS,"Jan 3, 2020",0
Malaysia,MYS,"Jan 4, 2020",0
Malaysia,MYS,"Jan 5, 2020",0
Malaysia,MYS,"Jan 6, 2020",0
Malaysia,MYS,"Jan 7, 2020",0
Malaysia,MYS,"Jan 8, 2020",0
Malaysia,MYS,"Jan 9, 2020",0
Malaysia,MYS,"Jan 10, 2020",0
Malaysia,MYS,"Jan 11, 2020",0
Malaysia,MYS,"Jan 12, 2020",0
Malaysia,MYS,"Jan 13, 2020",0
Malaysia,MYS,"Jan 14, 2020",0
Malaysia,MYS,"Jan 15, 2020",0
Malaysia,MYS,"Jan 16, 2020",0
Malaysia,MYS,"Jan 17, 2020",0
Malaysia,MYS,"Jan 18, 2020",0
Malaysia,MYS,"Jan 19, 2020",0
Malaysia,MYS,"Jan 20, 2020",0
Malaysia,MYS,"Jan 21, 2020",0
Malaysia,MYS,"Jan 22, 2020",0
Malaysia,MYS,"Jan 23, 2020",0
Malaysia,MYS,"Jan 24, 2020",0
Malaysia,MYS,"Jan 25, 2020",0
Malaysia,MYS,"Jan 26, 2020",0
Malaysia,MYS,"Jan 27, 2020",0
Malaysia,MYS,"Jan 28, 2020",0
Malaysia,MYS,"Jan 29, 2020",0
Malaysia,MYS,"Jan 30, 2020",0
Malaysia,MYS,"Jan 31, 2020",0
Malaysia,MYS,"Feb 1, 2020",0
Malaysia,MYS,"Feb 2, 2020",0
Malaysia,MYS,"Feb 3, 2020",0
Malaysia,MYS,"Feb 4, 2020",0
Malaysia,MYS,"Feb 5, 2020",0
Malaysia,MYS,"Feb 6, 2020",0
Malaysia,MYS,"Feb 7, 2020",0
Malaysia,MYS,"Feb 8, 2020",0
Malaysia,MYS,"Feb 9, 2020",0
Malaysia,MYS,"Feb 10, 2020",0
Malaysia,MYS,"Feb 11, 2020",0
Malaysia,MYS,"Feb 12, 2020",0
Malaysia,MYS,"Feb 13, 2020",0
Malaysia,MYS,"Feb 14, 2020",0
Malaysia,MYS,"Feb 15, 2020",0
Malaysia,MYS,"Feb 16, 2020",0
Malaysia,MYS,"Feb 17, 2020",0
Malaysia,MYS,"Feb 18, 2020",0
Malaysia,MYS,"Feb 19, 2020",0
Malaysia,MYS,"Feb 20, 2020",0
Malaysia,MYS,"Feb 21, 2020",0
Malaysia,MYS,"Feb 22, 2020",0
Malaysia,MYS,"Feb 23, 2020",0
Malaysia,MYS,"Feb 24, 2020",0
Malaysia,MYS,"Feb 25, 2020",0
Malaysia,MYS,"Feb 26, 2020",0
Malaysia,MYS,"Feb 27, 2020",0
Malaysia,MYS,"Feb 28, 2020",0
Malaysia,MYS,"Feb 29, 2020",0
Malaysia,MYS,"Mar 1, 2020",0
Malaysia,MYS,"Mar 2, 2020",0
Malaysia,MYS,"Mar 3, 2020",0
Malaysia,MYS,"Mar 4, 2020",0
Malaysia,MYS,"Mar 5, 2020",0
Malaysia,MYS,"Mar 6, 2020",0
Malaysia,MYS,"Mar 7, 2020",0
Malaysia,MYS,"Mar 8, 2020",0
Malaysia,MYS,"Mar 9, 2020",0
Malaysia,MYS,"Mar 10, 2020",0
Malaysia,MYS,"Mar 11, 2020",0
Malaysia,MYS,"Mar 12, 2020",0
Malaysia,MYS,"Mar 13, 2020",0
Malaysia,MYS,"Mar 14, 2020",0
Malaysia,MYS,"Mar 15, 2020",0
Malaysia,MYS,"Mar 16, 2020",0
Malaysia,MYS,"Mar 17, 2020",0.6666666666666666
Malaysia,MYS,"Mar 18, 2020",0.6666666666666666
Malaysia,MYS,"Mar 19, 2020",0.6666666666666666
Malaysia,MYS,"Mar 20, 2020",0
Malaysia,MYS,"Mar 21, 2020",0.6666666666666666
Malaysia,MYS,"Mar 22, 2020",2.6666666666666665
Malaysia,MYS,"Mar 23, 2020",4
Malaysia,MYS,"Mar 24, 2020",3.6666666666666665
Malaysia,MYS,"Mar 25, 2020",3
Malaysia,MYS,"Mar 26, 2020",3
Malaysia,MYS,"Mar 27, 2020",3.6666666666666665
Malaysia,MYS,"Mar 28, 2020",2.6666666666666665
Malaysia,MYS,"Mar 29, 2020",3.6666666666666665
Malaysia,MYS,"Mar 30, 2020",3.6666666666666665
Malaysia,MYS,"Mar 31, 2020",3.3333333333333335
Malaysia,MYS,"Apr 1, 2020",1.5
Maldives,MDV,"Mar 8, 2020",0
Maldives,MDV,"Mar 9, 2020",0
Maldives,MDV,"Mar 10, 2020",0
Maldives,MDV,"Mar 11, 2020",0
Maldives,MDV,"Mar 12, 2020",0
Maldives,MDV,"Mar 13, 2020",0
Maldives,MDV,"Mar 14, 2020",0
Maldives,MDV,"Mar 15, 2020",0
Maldives,MDV,"Mar 16, 2020",0
Maldives,MDV,"Mar 17, 2020",0
Maldives,MDV,"Mar 18, 2020",0
Maldives,MDV,"Mar 19, 2020",0
Maldives,MDV,"Mar 20, 2020",0
Maldives,MDV,"Mar 21, 2020",0
Maldives,MDV,"Mar 22, 2020",0
Maldives,MDV,"Mar 23, 2020",0
Maldives,MDV,"Mar 24, 2020",0
Maldives,MDV,"Mar 25, 2020",0
Maldives,MDV,"Mar 26, 2020",0
Maldives,MDV,"Mar 27, 2020",0
Maldives,MDV,"Mar 28, 2020",0
Maldives,MDV,"Mar 29, 2020",0
Maldives,MDV,"Mar 30, 2020",0
Maldives,MDV,"Mar 31, 2020",0
Maldives,MDV,"Apr 1, 2020",0
Mali,MLI,"Mar 26, 2020",0
Mali,MLI,"Mar 27, 2020",0
Mali,MLI,"Mar 28, 2020",0
Mali,MLI,"Mar 29, 2020",0
Mali,MLI,"Mar 30, 2020",0
Mali,MLI,"Mar 31, 2020",0.3333333333333333
Mali,MLI,"Apr 1, 2020",0.5
Malta,MLT,"Mar 8, 2020",0
Malta,MLT,"Mar 9, 2020",0
Malta,MLT,"Mar 10, 2020",0
Malta,MLT,"Mar 11, 2020",0
Malta,MLT,"Mar 12, 2020",0
Malta,MLT,"Mar 13, 2020",0
Malta,MLT,"Mar 14, 2020",0
Malta,MLT,"Mar 15, 2020",0
Malta,MLT,"Mar 16, 2020",0
Malta,MLT,"Mar 17, 2020",0
Malta,MLT,"Mar 18, 2020",0
Malta,MLT,"Mar 19, 2020",0
Malta,MLT,"Mar 20, 2020",0
Malta,MLT,"Mar 21, 2020",0
Malta,MLT,"Mar 22, 2020",0
Malta,MLT,"Mar 23, 2020",0
Malta,MLT,"Mar 24, 2020",0
Malta,MLT,"Mar 25, 2020",0
Malta,MLT,"Mar 26, 2020",0
Malta,MLT,"Mar 27, 2020",0
Malta,MLT,"Mar 28, 2020",0
Malta,MLT,"Mar 29, 2020",0
Malta,MLT,"Mar 30, 2020",0
Malta,MLT,"Mar 31, 2020",0
Malta,MLT,"Apr 1, 2020",0
Mariana Islands,,"Mar 31, 2020",0
Mariana Islands,,"Apr 1, 2020",0
Mauritania,MRT,"Mar 15, 2020",0
Mauritania,MRT,"Mar 16, 2020",0
Mauritania,MRT,"Mar 17, 2020",0
Mauritania,MRT,"Mar 18, 2020",0
Mauritania,MRT,"Mar 19, 2020",0
Mauritania,MRT,"Mar 20, 2020",0
Mauritania,MRT,"Mar 21, 2020",0
Mauritania,MRT,"Mar 22, 2020",0
Mauritania,MRT,"Mar 23, 2020",0
Mauritania,MRT,"Mar 24, 2020",0
Mauritania,MRT,"Mar 25, 2020",0
Mauritania,MRT,"Mar 26, 2020",0
Mauritania,MRT,"Mar 27, 2020",0
Mauritania,MRT,"Mar 28, 2020",0
Mauritania,MRT,"Mar 29, 2020",0
Mauritania,MRT,"Mar 30, 2020",0
Mauritania,MRT,"Mar 31, 2020",0
Mauritania,MRT,"Apr 1, 2020",0
Mauritius,MUS,"Mar 20, 2020",0
Mauritius,MUS,"Mar 21, 2020",0.3333333333333333
Mauritius,MUS,"Mar 22, 2020",0.6666666666666666
Mauritius,MUS,"Mar 23, 2020",0.6666666666666666
Mauritius,MUS,"Mar 24, 2020",0.3333333333333333
Mauritius,MUS,"Mar 25, 2020",0
Mauritius,MUS,"Mar 26, 2020",0
Mauritius,MUS,"Mar 27, 2020",0
Mauritius,MUS,"Mar 28, 2020",0
Mauritius,MUS,"Mar 29, 2020",0.3333333333333333
Mauritius,MUS,"Mar 30, 2020",0.3333333333333333
Mauritius,MUS,"Mar 31, 2020",0.3333333333333333
Mauritius,MUS,"Apr 1, 2020",0
Mexico,MEX,"Dec 31, 2019",0
Mexico,MEX,"Jan 1, 2020",0
Mexico,MEX,"Jan 2, 2020",0
Mexico,MEX,"Jan 3, 2020",0
Mexico,MEX,"Jan 4, 2020",0
Mexico,MEX,"Jan 5, 2020",0
Mexico,MEX,"Jan 6, 2020",0
Mexico,MEX,"Jan 7, 2020",0
Mexico,MEX,"Jan 8, 2020",0
Mexico,MEX,"Jan 9, 2020",0
Mexico,MEX,"Jan 10, 2020",0
Mexico,MEX,"Jan 11, 2020",0
Mexico,MEX,"Jan 12, 2020",0
Mexico,MEX,"Jan 13, 2020",0
Mexico,MEX,"Jan 14, 2020",0
Mexico,MEX,"Jan 15, 2020",0
Mexico,MEX,"Jan 16, 2020",0
Mexico,MEX,"Jan 17, 2020",0
Mexico,MEX,"Jan 18, 2020",0
Mexico,MEX,"Jan 19, 2020",0
Mexico,MEX,"Jan 20, 2020",0
Mexico,MEX,"Jan 21, 2020",0
Mexico,MEX,"Jan 22, 2020",0
Mexico,MEX,"Jan 23, 2020",0
Mexico,MEX,"Jan 24, 2020",0
Mexico,MEX,"Jan 25, 2020",0
Mexico,MEX,"Jan 26, 2020",0
Mexico,MEX,"Jan 27, 2020",0
Mexico,MEX,"Jan 28, 2020",0
Mexico,MEX,"Jan 29, 2020",0
Mexico,MEX,"Jan 30, 2020",0
Mexico,MEX,"Jan 31, 2020",0
Mexico,MEX,"Feb 1, 2020",0
Mexico,MEX,"Feb 2, 2020",0
Mexico,MEX,"Feb 3, 2020",0
Mexico,MEX,"Feb 4, 2020",0
Mexico,MEX,"Feb 5, 2020",0
Mexico,MEX,"Feb 6, 2020",0
Mexico,MEX,"Feb 7, 2020",0
Mexico,MEX,"Feb 8, 2020",0
Mexico,MEX,"Feb 9, 2020",0
Mexico,MEX,"Feb 10, 2020",0
Mexico,MEX,"Feb 11, 2020",0
Mexico,MEX,"Feb 12, 2020",0
Mexico,MEX,"Feb 13, 2020",0
Mexico,MEX,"Feb 14, 2020",0
Mexico,MEX,"Feb 15, 2020",0
Mexico,MEX,"Feb 16, 2020",0
Mexico,MEX,"Feb 17, 2020",0
Mexico,MEX,"Feb 18, 2020",0
Mexico,MEX,"Feb 19, 2020",0
Mexico,MEX,"Feb 20, 2020",0
Mexico,MEX,"Feb 21, 2020",0
Mexico,MEX,"Feb 22, 2020",0
Mexico,MEX,"Feb 23, 2020",0
Mexico,MEX,"Feb 24, 2020",0
Mexico,MEX,"Feb 25, 2020",0
Mexico,MEX,"Feb 26, 2020",0
Mexico,MEX,"Feb 27, 2020",0
Mexico,MEX,"Feb 28, 2020",0
Mexico,MEX,"Feb 29, 2020",0
Mexico,MEX,"Mar 1, 2020",0
Mexico,MEX,"Mar 2, 2020",0
Mexico,MEX,"Mar 3, 2020",0
Mexico,MEX,"Mar 8, 2020",0
Mexico,MEX,"Mar 9, 2020",0
Mexico,MEX,"Mar 10, 2020",0
Mexico,MEX,"Mar 11, 2020",0
Mexico,MEX,"Mar 12, 2020",0
Mexico,MEX,"Mar 13, 2020",0
Mexico,MEX,"Mar 14, 2020",0
Mexico,MEX,"Mar 15, 2020",0
Mexico,MEX,"Mar 16, 2020",0
Mexico,MEX,"Mar 17, 2020",0
Mexico,MEX,"Mar 18, 2020",0
Mexico,MEX,"Mar 19, 2020",0
Mexico,MEX,"Mar 20, 2020",0.6666666666666666
Mexico,MEX,"Mar 21, 2020",0.6666666666666666
Mexico,MEX,"Mar 22, 2020",0.6666666666666666
Mexico,MEX,"Mar 23, 2020",0.6666666666666666
Mexico,MEX,"Mar 24, 2020",1
Mexico,MEX,"Mar 25, 2020",1
Mexico,MEX,"Mar 26, 2020",1.3333333333333333
