"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Lower middle income","LMC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5276549650574.64","5353950173796.34","5526889520041.79","5637410705386.78","5814597127645.51","6113567709893.74","6483352696282.71","6734977225338.98","6804271346209.95","7142279175196.6","7457632248957.99","7790405989857.5","8138160354929.02","8642909992987.71","9250154747146.13","9870058704114.21","10566240977637.4","11311081067689.8","11818764867093","12428284314333.7","13278770788809.2","13936111740692.6","14651756220925.9","15478753647977.1","16371550515576.5","17328551491785.7","18356316291867","19419533139785.1","20533479514813.1","",
"Low & middle income","LMY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18349982434278.7","18514228331546","18682276741813.4","19167938337737.5","19608913116328.3","20354575953973.8","21388254342536.8","22390052348385.2","22853027667900.7","23729269947564.8","25057686267928.5","26000665930314.1","27189896620862","28767393779654.2","30997270006879","33206794749817.4","35857873884327.2","38895679040016.5","41050465565475.5","42217891546712.4","45336224221248.1","47970300723622.4","50472343750619.9","53121310132716.9","55648801276888.1","57989268854964.4","60688646975589.7","63692869597840.8","66715995355586.4","",
"Lesotho","LSO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2213475236.31872","2367679359.5834","2532383776.84571","2621264533.73134","2778012827.18599","2869435522.14019","3030038854.40536","3142259482.37365","3190576612.51238","3205764558.08856","3330005464.2921","3448606345.86271","3473568598.7642","3631955574.25537","3693421853.58278","3821440378.78432","3983090931.59953","4175592271.83279","4457007715.9619","4553025404.95191","4845768529.82268","5167044576.04295","5471895975.43864","5589854802.63338","5747337194.71492","5903519699.56992","6093527631.29119","5954763361.38571","6022301583.06439","",
"Late-demographic dividend","LTE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9582239944045.94","9610841065521.41","9504532338909.89","9794867774349.12","10080915586855.8","10575255436049.5","11051137028667","11599671910770.6","11826767502584.1","12362210945581.5","13233818212203.2","13904543764756.8","14722404953772","15735090938929.8","17006135249620.6","18303103746753.5","19987497521462.7","21991081979762.8","23490802127989.3","24191386599872.2","26073811667904.3","27877087671028.7","29476354757812.1","31073116616767.3","32572212816209.9","33916110292385.1","35337600796301.6","37074364234314.4","38932499748036.2","",
"Lithuania","LTU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33971897190.6455","35721435924.6551","38683896361.6329","41572490802.5195","41100791551.8508","42675637140.9635","45459979506.1068","48533414852.2027","53648140300.9197","57162138051.167","61579289623.6948","66140125356.2981","73473050812.6247","75403979868.4472","64233511262.8637","65185601205.0339","69113449621.1446","71762777395.9658","74316401742.9631","76923399725.7109","78487366345.4383","80493455997.0221","83912477322.5415","86970882820.7126","",
"Luxembourg","LUX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22001441134.5128","23903287635.6993","24338244482.7851","25360608472.1836","26329617323.2755","26706710150.0267","27077513720.3588","28623563134.4458","30353757789.5463","32928060796.6725","35641266868.1989","36543694883.8376","37939470221.6897","38557613060.7817","39950382202.8185","41217785218.9106","43352242399.6501","46974128587.7738","46373054411.4321","44351835237.9681","46509538048.106","47690524461.9649","47522406192.8006","49259050871.1601","51375607045.0806","53588062903.3978","56039502580.5132","57048875847.6022","58823572966.5891","",
"Latvia","LVA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20959702003.7735","20582681308.3021","21106727878.2479","22993510732.7223","24457085374.1575","25148681257.2018","26555799817.4746","28233877251.8201","30242990660.2294","32794405438.9339","35529904581.0584","39347017953.6597","44024629492.2297","48431869753.581","46811161608.2472","40146119733.7073","38350206674.2265","40760562652.774","42445698734.6764","43433836410.8683","44265677066.5809","45708970259.919","46519760351.9074","48281609635.8108","50512595125.0624","",
"Macao SAR, China","MAC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13883190153.9957","14391161034.9927","16305024589.812","17150726588.06","17880025329.0458","18469478490.1264","18392037989.8089","18340626551.1847","17502361427.7062","17089453206.8067","18071605689.9565","18593641964.5394","20257238516.245","22617799570.808","28669313907.7266","30979918564.3813","35104635651.2292","40176422572.8577","41539957394.7318","42088831086.9612","52721945295.4819","64148218365.2919","70073790844.7005","77922118794.4137","76986204271.7875","60361394066.8857","59927791933.584","65853202741.8019","69437291367.1432","",
"St. Martin (French part)","MAF","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98177236990.935","105261792966.61","103053675534.524","102290468575.192","113120983797.726","107006287991.722","120246043612.486","118369360776.752","126937589324.983","128310206811.44","130764618088.936","140336545574.664","144717080193.755","153343900009.771","160699835050.497","165989494593.682","178562587377.862","184868693270.546","195818979327.396","204129061598.184","211918050774.913","223034630236.893","229747886208.358","240167927438.529","246579195675.969","257764960475.602","260496898880.594","271528551943.732","279647837178.271","",
"Monaco","MCO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11591520906.2922","10910280243.9347","11089979597.0221","10364451836.463","10015350718.0557","10226445872.358","10850259112.793","11696579284.6927","12468553521.9","13391226443.8569","14395568445.7157","15086555709.5304","15539152416.9779","16751206327.9811","15746133899.826","16864109419.9078","17845291368.6009","17740051593.9567","19344438004.7713","20311587476.3704","20242886518.327","21135372458.4925","22126789120.8405","22879099950.949","",
"Madagascar","MDG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22362306895.9748","20951349451.2825","21199864361.8672","21644332199.8134","21628833070.8959","21999164800.5129","22471908163.3961","23301906429.8903","24218215788.3097","25346570482.4645","26553083737.7712","28151001690.7159","24583203378.1943","26988643311.1768","28407437262.7728","29715003182.641","31207471013.2335","33154997724.4377","35380570891.1297","33972881069.8249","34183254652.2189","34722812390.6394","35768367701.4397","36591174730.6666","37813028376.3746","38997445135.4141","40554670080.9478","42149809999.1854","44073861286.9915","",
"Maldives","MDV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1976478923.69456","2131803423.90022","2310831014.04851","2484020473.78688","2637425028.94397","2738855394.78922","2630844952.53116","2822064926.98552","3210100260.4126","3403789814.83994","2956904431.3874","3728996339.82154","4016646168.01011","4397638418.84426","4079740109.32912","4376138493.92722","4751030617.62781","4870632299.48483","5225266640.45532","5608259153.3341","5770032110.27804","6135754092.23665","6553210308.59169","7004648987.20778","",
"Middle East & North Africa","MEA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3024717391085.01","3123934960451.67","3268326475450.56","3354436868904.57","3425530390648.59","3517861190495.81","3684654772659.78","3806286486111.77","3995998198711.47","4076122917674.06","4298685060383.61","4358638722871.04","4436836764918.5","4665773026607.81","5039473088957.06","5291937536593.17","5597855500335.4","5889850784810.46","6155808438043.56","6210346881281.69","6525742364174.73","6728555673359.05","6974272050775.36","7146700739800.58","7347033164070.79","7516746072496.26","7916265496454.29","8040430988111.63","8235275004724.01","",
"Mexico","MEX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1139915109809.44","1187959737056.95","1230026608006.38","1253903341436.33","1315859717131.84","1233075945045.19","1316595368702.14","1406740708704.38","1479383746208.99","1520119380189.29","1595250576962.94","1588799541133.69","1588166492194.95","1611137457326.44","1674303564419.49","1712943260384.06","1789941394222.02","1830956929588.37","1851895470833.3","1754009014563.74","1843781268171.69","1911319122227.47","1980935532092.33","2007759220895.22","2064063618408.06","2131929856786.16","2193980665741.3","2240450982923.33","2288306077644.52","",
"Marshall Islands","MHL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145580117.236931","145708065.780987","156112788.621233","165489306.408998","175216297.682901","189607211.246173","170072106.683322","159109818.383571","157806129.510784","155825424.701935","157935421.81661","168716205.947017","175028664.393107","172200433.652488","173835094.423141","177806859.729093","178994892.994448","183951474.000212","171529056.952605","174005604.418851","187152406.986414","185737266.300436","181334663.350485","188076011.340804","186308162.064784","189272862.32091","191746026.245449","199524481.034687","206756750.167193","",
"Middle income","MIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17906458331949.5","18068624562048.8","18245209167772.4","18727222022641.5","19163106532730.6","19890582296523.1","20901645241502.1","21884118629395.7","22331944043639.2","23188481078849","24496357548113.8","25412452705885","26580421104502.6","28128367672145.3","30316909761955.9","32481157185385.6","35087994458199.9","38073028679258.2","40179065378049.1","41304157777884.8","44357400635700.1","46956308978258.6","49416387212517.5","52002490363644.8","54468696975688.5","56775322376061.9","59431081914715.4","62372913239330.1","65331803766079.4","",
"North Macedonia","MKD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19229912854.3595","18043279613.3924","16858702458.9521","15599480231.4999","15325215445.6159","15154381024.8564","15333976183.6952","15554782578.8978","16080337562.7328","16778067898.0966","17541324988.5263","17003287535.7878","17257259770.8197","17640819912.4946","18465430331.4961","19337687973.0658","20331069869.9013","21647199005.9233","22831734036.4573","22749856046.0965","23513967031.1789","24064167064.4152","23954453065.0802","24655055317.9762","25549945390.2659","26535051716.8659","27290887131.7128","27356527450.172","28085467261.7534","",
"Mali","MLI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10765975955.3393","12030461771.6396","11643241811.1851","12012585022.726","12466652814.4066","12581473479.0697","13469195248.4295","14119625965.2905","15188717115.3797","16054617319.922","16044850498.0007","18511945131.2382","19086983210.4661","20827533225.0689","21152442464.4025","22534704375.6329","23585314406.4351","24409294915.3806","25574443982.5958","26771089018.8461","28220329132.2568","29134739169.0792","28891120637.587","29556652103.8294","31638432393.3785","33524899738.7937","35469343921.985","37384688530.3896","39216536677.8326","",
"Malta","MLT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5723570439.68847","6081665171.06283","6366951974.89429","6652239134.68686","7028164135.5677","7473924966.78248","7756240207.34666","8163984215.04347","8582437490.4305","8987526384.2784","9595999348.29613","9654376968.78432","9942349499.11934","10195259861.0514","10240466920.8197","10627930578.755","10822285339.6486","11253710193.5003","11630317037.8693","11343946332.4867","11745826414.9938","11899362307.9176","12231497958.3266","12795477543.1263","13909492152.0679","15414246051.8149","16289112238.3175","17384445244.6534","18561776916.9757","",
"Myanmar","MMR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30184121260.0835","29987738263.597","32884836400.1168","34870886572.7596","37478516949.8664","40082543585.2925","42664947772.5105","45076192692.07","47720458236.6403","52943524418.6589","60221104519.1413","67052584851.2239","75116002450.3367","85515059493.5574","97114887944.8312","110292358553.608","124714299172.009","139669333592.302","153992850292.582","170239110005.914","186640693983.304","197076675497.924","211527658640.394","229350981325.279","247678224664.536","264997967349.057","280533401410.656","299493612740.081","318062369685.962","",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1833234131179.26","1800701445372.36","1885551843540.14","1938220351144.18","1965893361402.89","2020139202878.99","2139450799311.2","2213943077539.4","2364631489146.72","2470280485748.59","2585024313702.43","2644309661279.82","2732331400037.59","2803753004671.12","3025140856789.53","3161877456691.57","3337809700681.1","3541872492132.63","3671644290780.54","3767176320026.28","3965402789970.03","3943027172425.63","4042390066322.47","4113788873214.96","4206206606143.39","4252710770152.58","4576189120520.25","4706869120334.68","","",
"Montenegro","MNE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6418830400.43251","6733353520.9692","6100418195.28345","6289531170.54393","6358706121.16193","6479771683.90685","6640642342.16996","6934560688.98923","7224467039.05927","7843345192.85875","8377484827.46501","8982572962.52273","8462024518.20157","8693405169.79262","8974067442.65285","8729634606.6474","9039450553.8491","9200685610.44733","9512627576.11021","9793187181.18554","10255079423.2589","10775818019.8859","",
"Mongolia","MNG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11188351797.2812","10215687429.0738","9270075825.69654","8976326446.34477","9167915604.53993","9752501040.15527","9970478590.50016","10358999584.0752","10704983602.5634","11033666101.6641","11160118771.1605","11489644774.8067","12033447187.745","12876346189.963","14244510245.4509","15277759362.2932","16584960326.9503","18284589774.397","19911985541.8067","19659382304.1871","20910733774.0928","24526362242.0886","27547965885.7004","30757005343.7441","33182264566.4613","33971947980.1492","34368873997.2835","36203153839.739","38819139032.9964","",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6148207727.1559","6449469852.84361","6055907235.56842","6697173158.48489","7134922953.55617","7295765577.07578","8113236595.7138","9030051157.7276","9926442394.51618","11087989285.9675","11219772320.0358","12576206520.6254","13744596278.09","14696608875.4039","15862013344.1439","16914912980.877","18556015898.9073","19990689547.275","21447837359.3321","22802009822.9325","24281438342.4541","26079156558.8776","27972096295.291","29919963188.6828","32133595494.0967","34294026701.3174","35605503781.0635","36937618758.1455","38203904475.3453","",
"Mauritania","MRT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5698062614.75795","5799948945.30812","5908647281.4248","6255699799.87547","6064229582.96857","6659724825.3431","7047242666.78824","6762203086.16087","6950043887.10053","7486088638.10177","7453868044.24836","7603601116.28714","7654165379.7371","8111750777.8153","8577967446.23007","9347361576.79096","11111124528.9936","11424217865.6568","11547595674.8165","11427260301.8521","11972763094.8006","12535969841.7305","13262439096.8858","14070155942.7428","14855253614.4213","14919812190.5218","15194878958.8704","15661856880.7458","16218522811.8132","",
"Mauritius","MUS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8026335290.43391","8382339079.012","8928255558.39005","9381995124.26166","9770047849.3153","10188961763.9827","10758305042.333","11370181214.9968","12060571814.6128","12375465181.9435","13390598823.0573","13838854570.0694","14062340812.7232","14895597152.0088","15540579468.7489","15816819956.995","16586394384.8921","17536299868.7693","18480973778.8718","19093632287.8724","19929399378.9063","20742028226.4255","21467194078.8355","22188578978.8102","23019447131.5301","23837344599.9719","24752205826.1919","25696292608.2119","26666024158.5636","",
"Malawi","MWI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7023399390.67396","7636558439.72927","7076571279.05274","7762421263.85602","6967535219.48676","8133121477.01317","8728196072.4046","9059205847.24938","9412084891.83066","9698426688.43315","9851281442.04086","9361183751.88291","9520323876.94092","10063519230.6387","10609012058.4365","10955791575.6412","11470713778.8228","12571902301.8889","13532362545.2508","14659352621.0006","15667046141.8357","16427533195.5102","16737323535.5758","17607664359.1505","18611301228.2862","19132417662.4927","19607674690.0452","20391987661.229","21105707229.372","",
"Malaysia","MYS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190334211376.569","208502501470.525","227028194717.558","249492505985.706","272475859923.128","299257744293.313","329191600773.91","353297451862.959","327296825513.773","347385034802.805","378159417102.459","380117055072.892","400609121032.808","423798377133.476","452546476163.497","476676883986.361","503298558982.673","535000257800.648","560850239152.44","552361609712.84","593373616252.471","624786298313.787","658983690151.732","689914556020.823","731355805093.527","768592900884.791","802793407802.501","848888437127.636","889139386018.816","",
"North America","NAC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9992261546483.88","9965527155680.58","10295918784373.3","10578627751526.9","11008522597763.4","11304146382697.2","11711802949786.2","12231175816377.1","12763731629462.7","13362953812529.9","13922456729347.7","14065863125882.8","14328382395353.9","14748680566371.4","15310213751596.1","15865396878438","16334568431079.4","16705030199170.8","16697945213750.1","16268833907401.9","16692811698089","16973598089113.5","17348219890312.4","17674731256581.5","18114302925551.8","18602650663005.4","18887108688367.1","19317695225426","19866666201813.3","",
"Namibia","NAM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8186468610.82645","8854943911.49017","9491556164.55653","9341633300.18524","9503232326.73041","9873764685.18459","10188868535.8624","10618849022.8793","10968377525.4332","11337932698.4096","11733874105.3228","11872093115.6268","12440607441.282","12968063615.5021","14559186404.9011","14927426480.0676","15983269512.0843","16842217483.7141","17288504578.0913","17339673520.6131","18386859674.9856","19322996884.943","20301065542.6926","21440913469.1581","22802771244.7122","24190633667.0359","24462335327.6437","24250032333.0689","24117546635.4466","",
"New Caledonia","NCL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7167847283.45453","7347344749.8295","6868559099.53595","6968114596.64188","7247157045.2849","7436000264.26752","7690244036.11058","7902030713.22905","8725601098.69877","8675973515.44455","8553684857.53697","9161367764.69924","9436128364.09579","9936243167.2337","9946179410.48397","10393757483.8923","10996595418.1172","11342611034.0673","12430106067.6088","12341519507.1627","13373791292.1","13679116082.3319","15300066603.7386","16106137591.9871","17318775627.9582","18069903460.3233","18960014424.377","19887810727.1223","21177150762.5776","",
"Nigeria","NGA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319990831151.734","321137526629.276","336010025112.552","329171822003.209","323197602013.011","322962751229.604","336514022965.707","346397774381.617","355339181144.939","357414812869.006","375342506695.103","397554092604.853","458495778603.785","492182357388.596","537711972949.217","572332647184.946","607012732040.497","647021732515.547","690789341478.322","746307563464.821","806054379065.538","848839134546.671","884745549216.232","943769892178.058","1003319117131.92","1029934096083.73","1013281411479.53","1021447310792.46","1041235483391.14","",
"Nicaragua","NIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12406771305.2445","12383287582.9545","12431129995.908","12382283608.5335","12795570317.913","13552032652.4389","14411809968.8426","14983476155.5979","15539615062.5121","16632977805.4052","17315194385.4806","17827870202.2888","17962281449.8285","18415062587.6846","19393302114.9706","20223800557.3983","21063558117.2781","22132705886.2024","22893091152.8942","22139263987.5701","23115712107.4315","24575864514.6593","26172496328.7292","27461960854.4129","28775885325.7384","30155036318.7755","31531174130.1031","33005506215.9638","31745996261.3922","",
"Netherlands","NLD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483011334388.387","494792630511","503234143579.676","509562575640.236","524651194501.063","540999514416.45","559927692776.508","584167261162.616","611412338667.154","642191129977.161","669135173843.304","684705648935.861","686193333284.421","687261366213.326","700903131120.813","715277785738.257","740033471231.606","767953768680.194","784620859695.214","755849722734.743","765998815100.047","777880906388.857","769865979303.282","768863804504.51","779807776606.013","795085534212.754","812511532945.957","836162952154.257","857881897009.658","",
"Norway","NOR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181408606998.743","187004557111.688","193688839658.663","199199915409.161","209270322489.058","217966532605.126","228925774716.872","241023570147.965","247349055924.047","252327854265.837","260414909567.012","265817973094.949","269662376534.647","272116589097.995","282918024606.197","290345917459.329","297313612136.181","306215930471.607","307674681919.631","302361077675.729","304483149989.052","307471559230.611","315782742559.25","319048166365.678","325331961343.12","331731658873.3","335286359244.196","343075927772.475","347500057228.027","",
"Nepal","NPL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22460809734.4256","23891147880.1099","24872215556.4101","25829758552.3852","27951932214.8617","28921431534.2213","30462447593.7009","32000378541.6591","32965634594.0893","34420267374.7943","36554323947.7626","38308892072.9787","38354917592.3182","39868033576.9544","41734895411.0866","43186927981.927","44640001747.3208","46162922314.0009","48981002138.8187","51201349523.8087","53667418823.386","55503825716.8332","58157570334.6494","60558825273.2816","64185684029.7077","66318513615.6313","66708916446.0252","72194723848.7139","77001111173.7439","",
"Nauru","NRU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39848315.1579577","53563822.5745324","58202288.0453032","66089179.2783534","73811384.0187438","81256407.3109864","109058272.861343","148890823.420096","153071962.459577","168991452.677548","176012515.389244","186045228.766431","",
"New Zealand","NZL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80040957828.1835","79167871597.0323","80034558966.8486","85150076139.3777","89508397223.0006","93735186552.82","97129415752.0694","99114478125.6531","99899402528.8504","105349792341.824","108408437880.692","112169533899.82","117419426715.041","122777388834.918","127730091030.527","131972522035.525","135725797217.064","139815367078.923","138404778277.003","138109009697.264","140234846574.875","143508208746.799","146702651968.233","150480811511.555","156071975828.556","161666694990.763","167560737705.154","172802809682.786","177595618325.361","",
"OECD members","OED","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28777947154384.2","29164745710843.4","29800220300578.1","30205822504537.4","31148386356473","31985758175642.5","33019995832401.1","34223590808482.8","35224472943148.6","36382129680672.7","37876722887832.7","38389087630826.8","39020088370261","39850789178685.8","41186413713815","42397071475048.5","43771656571362.8","44987122099549.4","45142054013149.6","43594440069293","44913027494117.7","45826492168579.1","46443916551786.5","47170198885280.9","48188752474279.9","49422001880330.9","50328221650665.1","51630065542601.8","52841035641106","",
"Oman","OMN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63501952981.3303","67359111459.6436","73026628713.9974","77439598877.3001","80440982954.6868","84460473808.4193","87033089168.6988","92284241314.7463","94722702867.3695","94604482404.2533","99714423105.748","104184076348.643","103037462607.99","100287424212.41","101583250621.179","104113139178.554","109706168123.624","114591048422.467","123987165822.532","131565824002.747","137887181995.879","136358363675.009","149084247377.929","155603128698.117","159883819996.552","167464312758.752","175804321851.233","176273363923.604","179382980388.253","",
"Other small states","OSS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290402795304.729","303254950118.634","317493492309.259","331977085251.524","364581778848.192","387034665235.714","431032715336.758","474010370038.576","511473124426.851","523350147218.37","568662826617.706","613520890661.606","637023326033.781","656324036316.431","674564825479.032","693182201694.068","708141607043.784","722588511174.899","736920252885.362","",
"Pakistan","PAK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328953143449.091","345603329686.873","372235169145.803","378778124260.17","392934636785.54","412434447024.305","432423417741.505","436809903655.477","447949579620.862","464345128860.734","484126640027.63","493724373362.681","509644170039.429","534343162148.067","573716619354.5","617705218216.351","655864217731.327","687560936960.628","699259136320.384","719059767225.284","730612818741.388","750693024684.963","777020079943.001","811181430791.264","849101793880.401","889274051964.547","938421879752.483","990544428100.116","1048295564439.07","",
"Panama","PAN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19409839058.6626","21238052879.2146","22979930085.5261","24233656342.4664","24924351126.6234","25360945690.6574","26395597005.0168","28101014004.0995","30164050144.7286","31345638304.4252","32196789665.6095","32381687068.117","33103523256.4932","34495690584.6362","37090483908.9366","39757764238.5065","43197791116.7735","48374608095.0782","53142242504.7359","53802796496.5573","56938337065.0336","63380187782.4488","69578075466.2414","74381239661.7258","78149946077.7714","82630097765.0516","86733855833.4187","91349163949.9405","94708085158.672","",
"Peru","PER","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115958151218.744","118531563045.094","117890889131.158","124072588687.851","139343897238.567","149671223937.293","153860481202.496","163825754422.975","163184315068.281","165623774762.088","170086294377.68","171137244537.578","180470263692.452","187986891930.036","197307664032.792","209708569743.291","225497316246.004","244706052052.742","267039317031.152","269965597046.66","292460370024.879","310964900334.817","330057289146.432","349373952099.962","357696589455.08","369329758085.915","383930540533.156","393601119062.04","409254382550.695","",
"Philippines","PHL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248421429896.965","246984722686.794","247818550594.715","253063152372.195","264166610313.703","276526152956.234","292691521975.619","307868637739.823","306093103439.081","315526637170.441","329445218110.156","338979320097.989","351338178376.399","368800981212.617","393501882817.053","412302095643.823","433918931065.588","462629881321.33","481841775375.039","487374919733.03","524572664077.3","543770720548.511","580115370639.332","621094861179.511","659262996142.146","699257508213.838","747394779927.743","797302466703.702","847083941738.375","",
